video_id,publishedAt,channelId,channelTitle,title,description,duration_sec,viewCount,likeCount,commentCount,tags
bY8lyXffMQ4,2025-06-12T14:42:51Z,UChCiurWFDoi3t-rb4VrY4_w,MDC for Middle Eastern and African Studies,"מלחמת ""חרבות ברזל"" - פרופ' עוזי רבי בערוץ i24 בעברית, 8 ביוני 2025 - Iron Sword War",פרופ' עוזי רבי דיבר בערוץ i24 בעברית על הפעילות של חמאס נגד גופי הסיוע הבינלאומיים כדי לשמור על השליטה האזרחית שלהם ברצועת עזה.,78,23,0,0,
xjzIW9ImzIw,2025-06-12T18:31:16Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,تعرف على أبرز مبادرات قطع العلاقات مع إسرائيل بسبب حرب غزة,"وأيضا ضمن الحَراك الدولي المناوئ للحرب، أعلن أمس الأربعاء إقليم توسكاني في إيطاليا قطع العلاقات مع إسرائيل بعد تصويت مجلس الإقليم وقد توالت في الأيام القليلة الماضية مبادرات لقطع العلاقات مع إسرائيل وحكومة بنيامين نتنياهو احتجاجا على الحرب على قطاع غزة. تعرف على أبرز هذه المبادرات في العرض التالي.. #الجزيرة #فلسطين #حرب_غزة #غزة #عملية_طوفان_الأقصى #كتائب_القسام #المقاومة_الفلسطينية #شاهد ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶Facebook▶https://facebook.com/aljazeerachannel ▶Instagram▶ https://instagram.com/aljazeera ▶Twitter▶ https://twitter.com/AJArabic ▶Twitter▶ https://twitter.com/AJABreaking ▶ https://www.aljazeera.net ▶ https://www.aljazeera.com Live▶ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل ============= غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة © 2025 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar ============= #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",68,19020,452,34,ajarchive|ajayoutube|aljazeera|political|youtube|تقرير|الجزيرة|مباشر|سياسة|سياسه|أخبار|اخبار|aljazira|al jazeera|برامج|أحداث|الأحداث|الأخبار|نشرة|البث الحي|البث المباشر|عاجل|شاهد|غرفة الأخبار الرقمية|كتائب القسام|قطاع غزة|المقاومة الفلسطينية|طوفان الأقصى|طوفان الاقصى|الاحتلال الإسرائيلي|حركة حماس|الضفة الغربية|عملية طوفان الأقصى|israel palestine|غزة|المقاومة في غزة|معبر رفح|دعم غزة|جيش الاحتلال|تعرف على أبرز مبادرات|قطع العلاقات مع إسرائيل|بسبب حرب غزة
4kF-ggdtQH8,2025-06-14T17:30:01Z,UCj0TppyxzQWm9JbMg3CP8Rg,CGTN Europe,Global protests against Israel,Demonstrations have taken place in cities across the world as thousands rally against Israel's military actions in Iran and Gaza.  #MiddleEast #IranNews #Protest #Israel,60,91132,8458,775,
8ZTUw1o8fI4,2025-06-14T17:32:15Z,UCzF4Ryn8TKn64md77gS5Q5Q,11Alive,"Child speaks out at Atlanta protest over Gaza, Israel conflict",Subscribe to 11Alive on YouTube: https://www.youtube.com/11Alive 11Alive+ Watch Your News Now: https://www.11alive.com/watch Website: https://11alive.com  Facebook:  https://www.facebook.com/11Alive/ Get the 11Alive app:  https://interactive.11alive.com/appredirect/,23,10860,203,31,
X5bm6Ir8QEs,2025-06-15T16:54:49Z,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,WATCH: Thousands Protest Israel’s War In Gaza in The Hague | Subscribe To Firstpost | N18G,"WATCH: Thousands Protest Israel’s War In Gaza in The Hague  Thousands gathered in the streets of The Hague, Netherlands, to protest the Israeli military action in Gaza and the West Bank. The protests came after Israel escalated its military operations, launching strikes on Iran.    ---  The Hague | Netherlands | hague protests | Israel Gaza war | hamas | West Bank | Firstpost | News Live | World News | Latest News | Global News | International News | News | Trending News  #gaza #israel #hamas #israeliranconflict #westbank #israelpalestineconflict #firstpost #newslive #worldnews #latestnews #globalnews #news #internationalnews #trendingnews  Firstpost is an Indian news and media website. Get all the incisive opinions, in-depth analyses and other visual stories that matter to you and the world right here on this channel.   Subscribe to Firstpost channel and press the bell icon to get notified when we go live.    https://www.youtube.com/@Firstpost  Follow Firstpost on Instagram: https://www.instagram.com/firstpost/   Follow Firstpost on Facebook: https://www.facebook.com/firstpostin/   Follow Firstpost on Twitter:  https://twitter.com/firstpost  Follow Firstpost on WhatsApp: https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",33,44708,673,248,firstpost|the hague|protest|red line protest in the hague|israel protest|netherlands protest|international court of justice in the hague|solidarity with palestinians in gaza|palestine protest|israel war protest|anti israel protest|protests|dutch protest|israeli protest|the hague rally|pro palestine soilidarity protests|israel protests|israel protest live|israeli protests|dutch protest israel|west bank
UV5k7fBTosY,2025-06-16T12:30:37Z,UCknLrEdhRCp1aegoMqRaCZg,DW News,Thousands turn out for 'Red Line Protest' against Israel's war in Gaza in The Hague | DW News,"Tens of thousands of people demonstrated in The Hague against Israel’s war in Gaza, calling on the Dutch government to impose sanctions and take immediate action against Israel.  For more news go to: http://www.dw.com/en/  Follow DW on social media: ►Instagram: https://www.instagram.com/dwnews ►TikTok: https://www.tiktok.com/@dwnews ►Facebook: https://www.facebook.com/deutschewellenews/ ►Twitter: https://twitter.com/dwnews  Für Videos in deutscher Sprache besuchen Sie: https://www.youtube.com/dwdeutsch  Subscribe: https://www.youtube.com/user/deutschewelleenglish?sub_confirmation=1  #Gaza #Israel #Hague #DwNewsShorts",45,12935,494,43,DW News
UViXMPtE2rM,2025-06-16T19:09:05Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,الجيش الإسرائيلي يواصل قصفه على غزة مع دخول الحرب يومها الـ618,مع دخول الحرب يومها الـ618.. الجيش الإسرائيلي يواصل قصفه على #غزة وسقوط 38 قتيلاً خلال 24 ساعة أثناء انتظار المساعدات #العربية,56,13658,201,24,
jVa47rDDMeU,2025-06-16T20:56:33Z,UCHozc12sJqIB2bWnqRvJhFw,Israel365,Israel vs. Hamas: The TRUTH About Aid Distribution,"This is a blood libel against Israel. We discuss why Hamas is attacking aid distribution workers and making false claims. This is all about preventing Israel from winning the war, and Hamas is losing control. #Israel #Hamas #Gaza #AidDistribution #MiddleEast #Conflict #War #Politics #IsraelHamasWar #WorldAffairs",42,4595,85,12,
nsN50pkm-k4,2025-06-18T03:39:27Z,UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,Israel's war on Gaza and aggression in Iran spark global protests,"Madrid, Lahore, New York, Baghdad, Toronto — activists worldwide take to the streets to condemn Israel’s war on Gaza and aggression in Iran and demand an immediate ceasefire.",47,39074,2713,35,TRT world|trtworld|World News|breaking news|breaking|turkish news|türkiye news|trt
QY7cvFUrXtM,2025-06-18T22:46:06Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,"ترمب يوجه رسالة لإيران: 'لسنا نريد وقف إطلاق نار.. نريد نصراً كاملاً بلا أسلحة نووية""","""وقف إطلاق النار ليس ما نسعى إليه"".. #ترمب يوجه رسالة إلى #إيران: ""نحن نبحث عن نصر كامل وشامل.. والنصر يعني لا سلاح نووي"" #العربية",33,194042,569,42,
5WKBlpcOq7I,2025-06-19T10:22:31Z,UCnlowG63z0EPk-Yyw-rIbEw,israelidruzecenter,"אודות המרכז הישראלי-הדרוזי והחמ""ל האזרחי בתקופת מלחמת חרבות ברזל",,90,3,0,0,"דרוזים|מלחמת חרבות ברזל|7/10|טבח אוקטובר|חמ""ל אזרחי|עזרה הדדית|קהילה תומכת"
Wf6eROuoxtM,2025-06-19T11:48:11Z,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,Israel-Hamas War: IDF Airstrikes Kill 140 in Gaza in 24 Hours | Subscribe to Firstpost | N18G,"Israel-Hamas War: IDF Airstrikes Kill 140 in Gaza in 24 Hours | Subscribe to Firstpost | N18G   Israeli gunfire and airstrikes kill at least 140 people across Gaza within 24 hours, including over 20 in Gaza City and others in Khan Younis. The Israel Defense Forces say they target Hamas military capabilities while trying to minimise civilian harm. Despite resumed aid deliveries through a US- and Israeli-backed group, violence continues. Since October 2023, nearly 55,600 Palestinians have died amid ongoing conflict between Israel and Hamas.  ---  Gaza Conflict | Israeli Airstrikes | Gaza Casualties | Middle East News | Israel Hamas Conflict | Gaza War 2025 | Humanitarian Crisis | Firstpost | News Live | World News | Latest News | Global News | International News | News | Trending News  #gaza #israel #airstrikes #middleeast #conflict #hamas #humanitariancrisis #war #peace #breakingnews #firstpost #newslive #worldnews #latestnews #globalnews #news #internationalnews #trendingnews  Firstpost is an Indian news and media website. Get all the incisive opinions, in-depth analyses and other visual stories that matter to you and the world right here on this channel.   Subscribe to Firstpost channel and press the bell icon to get notified when we go live.    https://www.youtube.com/@Firstpost  Follow Firstpost on Instagram: https://www.instagram.com/firstpost/   Follow Firstpost on Facebook: https://www.facebook.com/firstpostin/   Follow Firstpost on Twitter:  https://twitter.com/firstpost  Follow Firstpost on WhatsApp: https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",39,27791,291,29,firstpost|gaza conflict|israeli airstrikes|gaza casualties|israel hamas conflict|middle east news|gaza war 2025|humanitarian crisis|israel military operations|civilian casualties gaza|ongoing conflict|peace efforts middle east|breaking news gaza|war updates 2025|gaza health ministry|international relations|conflict reporting|humanitarian aid gaza|israel defense forces|hamas militants|regional instability
lc5IKcB9FgQ,2025-06-19T17:24:41Z,UCL1tjdoittLZ9RCazhoIXgA,Minute Of Is,"""לחימה לא מחזירה חטופים - רק עסקה תציל חיים""","מחאת הנשים למען החזרת החטופות והחטופים כעת בכיכר דיזינגוף בת""א צילום: דנה רעני",22,1,0,0,
7hLa8i_emDc,2025-06-21T14:57:24Z,UCR0fZh5SBxxMNYdg0VzRFkg,Middle East Eye,Thousands gather in London to protest Israel's war on Gaza,"Thousands are marching in London to demand the UK government stop sending arms to Israel as it continues its deadly war on Gaza, and to bomb Iran.  The UK government approved $169m worth of military equipment to Israel in the three months that followed the Labour government’s partial suspension of arms exports over concerns they could be used unlawfully in Gaza.  Government export data released in May shows that 20 different licences in categories such as military aircraft, radars, targeting equipment, and explosive devices, were approved between October and December 2024.  Arms campaigners say the three-month total is more than what was approved altogether under the Tory government between 2020 and 2023, and said the increase was “truly shocking”.  Catch MEE LIVE, our new biweekly live news programme, where we take a look at the news shaping our world through breaking coverage, expert analysis and hard-hitting interviews.   MEE LIVE: Tuesday & Thursday | 12pm ET | 5pm BST |  Join the conversation at MEELive@middleeasteye.org  Support stories that matter. Join this channel to get access to perks: https://www.youtube.com/channel/UCR0fZh5SBxxMNYdg0VzRFkg/join  Subscribe to our channel: http://ow.ly/AVlW30n1OWH  Subscribe to MEE Telegram channel to stay up to date: https://t.me/MiddleEastEye_TG  Middle East Eye Website: https://middleeasteye.net Follow us on TikTok: https://www.tiktok.com/@middleeasteye Follow us on Instagram: https://instagram.com/MiddleEastEye Like us on Facebook: https://facebook.com/MiddleEastEye Follow us on Twitter: https://twitter.com/MiddleEastEye",61,100446,6320,613,middle east eye|mee|mee news|news|middle east eye news|middle east news
R3n0kVg0noM,2025-06-21T16:55:44Z,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,"Battle of flags at pro-Palestine, pro-Israel and pro-Iran demonstrations in London","Palestinian, Iranian and Israeli flags were held by protesters in central London on Saturday as various anti-war demonstrations were held.  #protests #london #palestine #israel #gaza #iran  Read the latest Middle East conflict news: https://www.telegraph.co.uk/world-news/2025/06/21/iran-israel-war-us-trump-gaza-hamas-latest/",62,68525,747,780,protests|anti-war|palestine|pro palestine|israel|pro israel|iran|pro iran|flags|london|central london|demonstrations|activists|war|conflict|middle east|telegraph|video
PSHSIsmVUHY,2025-06-22T08:46:02Z,UC3oVV1gALKIUQ7OVC2JAYog,ACTIVISTA,מחאה מול מטה הליכוד 21.06.25 #חטופים,,47,649,2,1,
iqvDpkKS9UA,2025-06-22T10:42:10Z,UCdURFUatW3GUF_0k1F0tcxA,ערוץ 7,"במבצע הירואי: החללים החטופים עפרה קידר, יונתן סמרנו ושי לוינסון חולצו מעזה | טיקטוק ערוץ 7",,48,22665,979,19,
IZiHiDUU6A0,2025-06-22T11:29:59Z,UCVrkzYVH_ptjxelKbA-CnuQ,Government Press Office,50 חטופים שבשבי החמאס 💔🎗️,,57,1605,46,7,
wEqcituQqfE,2025-06-23T01:05:24Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,مصادر إسرائيلية: سنقبل بوقف إطلاق النار مع إيران إذا وافق خامنئي,استمرار المواجهة رهن الموقف الإيراني.. مصادر إسرائيلية: سنقبل بوقف إطلاق النار مع إيران إذا وافق #خامنئي #العربية,85,535215,7991,845,
3y57eY7nRlU,2025-06-23T20:33:37Z,UC0djEGTfMusmGz4EH3yG_gA,הגמשת מסגרות חשיבה - פודקאסט,איך לבחור בחיים אחרי ה 7 באוקטובר- ריטה אורי,,34,354,3,0,
5PHEzPMi0vk,2025-06-23T22:11:11Z,UCrj5BGAhtWxDfqbza9T9hqA,AlHadath الحدث,ترمب: اتفاق كامل بين إسرائيل وإيران على وقف شامل لإطلاق النار,ترمب: اتفاق كامل بين إسرائيل وإيران على وقف شامل لإطلاق النار #الحدث #قناة_الحدث,22,97387,582,106,
cEtk8W3j1Ns,2025-06-23T22:32:12Z,UCN1GLs-X-KbS0aYtHc91kPQ,Chouf TV En Direct,ترمب: وقف إطلاق النار يدوم أولا 12 ساعة ثم ستعتبر الحرب منتهية رسميا,,14,5011,8,0,
8BMtY5GqTXU,2025-06-23T23:21:07Z,UC65i3Fyq91uiUkIS0i5GLNQ,العربي - أخبار ,عاجل | هيئة البث الإسرائيلية: وقف إطلاق النار بين إيران وإسرائيل تحقق بوساطة قطرية وأميركية,عاجل | هيئة البث الإسرائيلية عن مصدر مطلع: وقف إطلاق النار بين إيران وإسرائيل تحقق بوساطة قطرية وأميركية  تابعوا أبرز الأخبار، وآخر مستجدات الأحداث العربية والعالمية، عبر البث المباشر للتلفزيون العربي على يوتيوب 👇👇 Live▶ https://www.youtube.com/c/AlarabyTv_News/live   لا تنسوا الاشتراك في قناتنا وتفعيل زر الجرس 🔔  ▼ موقع التلفزيون العربي ⟵ https://www.alaraby.com  ▼تابع التلفزيون العربي على مواقع التواصل الاجتماعي  فيسبوك ⟵ https://www.facebook.com/AlarabyTelevision  انستغرام ⟵ https://www.instagram.com/alarabytv  تويتر ⟵ https://twitter.com/alarabytv  #التلفزيون_العربي #إيران #إسرائيل #قطر #الحرس_الثوري #الجيش_الإسرائيلي,30,54024,416,72,التلفزيون العربي|العربي أخبار|إيران|طهران|النووي الإيراني|نووي إيرانذ|ترامب|المفاوضات النووية|تخصيب اليورانيوم|الحرس الثوري|خامنئي|إسرائيل|نتنياهو|العقوبات على غيران|أوروبا|قصف إيران|هجوم إسرائيل على إيران|الوعد الصادق|رشقات صاروخية|صواريخ بالستية|الرد الإيراني|موجة صواريخ|تل أبيب الكبرى|الجبهة الداخلية|الملاجئ
0F6p6oZ8ehg,2025-06-23T23:23:44Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,ترمب يعلن نهاية الحرب بين إيران وإسرائيل والاتفاق رسميا على وقف إطلاق النار,#ترمب يعلن نهاية الحرب بين #إيران و #إسرائيل والاتفاق رسميا على وقف إطلاق النار  #قناة_العربية,77,37092,340,44,
Z2d8A1rrjUI,2025-06-23T23:35:39Z,UCktyejXTxWaKfrgp1Oq7CMQ,AlQahera News -  القاهرة الإخبارية,رويترز عن مسؤول إيراني كبير: طهران توافق على وقف إطلاق النار مع إسرائيل بوساطة قطرية واقتراح أمريكي,رويترز عن مسؤول إيراني كبير: طهران توافق على وقف إطلاق النار مع إسرائيل بوساطة قطرية واقتراح أمريكي  #shorts  #إيران  #إسرائيل  24/6/2025   قناة إخبارية مصرية تبث على مدار 24 ساعة وتقدم محتوى إخبارياً متنوعاً وقوياً من مصر والمنطقة العربية والعالم  #القاهرة_الإخبارية #AlQaheraNews تردد: 11747V ( HD - SD )   تابعونا عبر منصاتنا:  Facebook:  https://www.facebook.com/AlQaheraNewsTv/  Twitter:  https://twitter.com/Alqaheranewstv  Instagram:  https://www.instagram.com/alqaheranewstv/  TikTok:  https://www.tiktok.com/@alqaheranewstv  وعبر موقعنا الرسمي:  https://alqaheranews.net/  #هنا_القاهرة_عاصمة_الخبر,44,16823,69,1,القاهرة الإخبارية|عاصمة الخبر|القاهرة|أخبار دولية|الإخبارية|اخر الأخبار|هنا القاهرة|الشرق الأوسط|ALQAHERA NEWS|QAHERA|NEWS|اخبار دولية|أخبار عربية|أخبار محلية|أخبار عالمية|قناة القاهرة الإخبارية|القاهره الاخبارية|القاهرة الإخبارية البث المباشر|البث المباشر القاهرة الإخبارية
VT42MA12BBM,2025-06-23T23:38:15Z,UC65i3Fyq91uiUkIS0i5GLNQ,العربي - أخبار ,سويعات قبل إعلان وقف إطلاق النار.. انفجارات عنيفة وتصاعد للدخان عقب هجوم إسرائيلي على شرق طهران,سويعات قبل إعلان وقف إطلاق النار.. انفجارات عنيفة وتصاعد للدخان عقب هجوم إسرائيلي على شرق طهران  تابعوا أبرز الأخبار، وآخر مستجدات الأحداث العربية والعالمية، عبر البث المباشر للتلفزيون العربي على يوتيوب 👇👇 Live▶ https://www.youtube.com/c/AlarabyTv_News/live   لا تنسوا الاشتراك في قناتنا وتفعيل زر الجرس 🔔  ▼ موقع التلفزيون العربي ⟵ https://www.alaraby.com  ▼تابع التلفزيون العربي على مواقع التواصل الاجتماعي  فيسبوك ⟵ https://www.facebook.com/AlarabyTelevision  انستغرام ⟵ https://www.instagram.com/alarabytv  تويتر ⟵ https://twitter.com/alarabytv  #التلفزيون_العربي #إيران #إسرائيل #قطر #الحرس_الثوري #الجيش_الإسرائيلي,13,9351,106,9,التلفزيون العربي|العربي أخبار|إيران|طهران|النووي الإيراني|نووي إيرانذ|ترامب|المفاوضات النووية|تخصيب اليورانيوم|الحرس الثوري|خامنئي|إسرائيل|نتنياهو|العقوبات على غيران|أوروبا|قصف إيران|هجوم إسرائيل على إيران|الوعد الصادق|رشقات صاروخية|صواريخ بالستية|الرد الإيراني|موجة صواريخ|تل أبيب الكبرى|الجبهة الداخلية|الملاجئ
uqHNIzS1-QQ,2025-06-23T23:46:20Z,UC_vFLohxs5PkAxlk7Y6jEtw,ABC 7 Chicago,Federal Plaza protesters remain concerned after Trump's Israel-Iran ceasefire announcement,"Streaming now at https://abc7chicago.com/watch/live/11064984/.  Donald Trump's announcement of an Israel-Iran ceasefire was welcome news for those at a Chicago protest, who remain concerned about the conflict. https://abc7chicago.com/post/federal-plaza-chicago-protest-today-demonstrators-concerned-donald-trumps-israel-iran-ceasefire-announcement/16830446/",78,320,0,7,protest in chicago today|chicago protest today|chicago protest|federal plaza chicago protest|federal plaza|protest chicago|iran cease fire|israel iran ceasefire|donald trump|israel and iran ceasefire|qatar iran|ceasefire iran|iran bombing qatar|iran attack qatar|al udeid air base|iran us|news|iran|israel|ceasefire
SViExz_ytyE,2025-06-24T00:50:16Z,UC65i3Fyq91uiUkIS0i5GLNQ,العربي - أخبار ,عاجل | إسرائيل وافقت على وقف إطلاق النار ما لم تشن إيران هجمات أخرى,عاجل | إسرائيل وافقت على وقف إطلاق النار ما لم تشن إيران هجمات أخرى  تابعوا أبرز الأخبار، وآخر مستجدات الأحداث العربية والعالمية، عبر البث المباشر للتلفزيون العربي على يوتيوب 👇👇 Live▶ https://www.youtube.com/c/AlarabyTv_News/live   لا تنسوا الاشتراك في قناتنا وتفعيل زر الجرس 🔔  ▼ موقع التلفزيون العربي ⟵ https://www.alaraby.com  ▼تابع التلفزيون العربي على مواقع التواصل الاجتماعي  فيسبوك ⟵ https://www.facebook.com/AlarabyTelevision  انستغرام ⟵ https://www.instagram.com/alarabytv  تويتر ⟵ https://twitter.com/alarabytv  #التلفزيون_العربي #إيران #إسرائيل #أميركا #الحرس_الثوري #الجيش_الإسرائيلي,27,20828,203,101,التلفزيون العربي|العربي أخبار|إيران|طهران|النووي الإيراني|نووي إيرانذ|ترامب|المفاوضات النووية|تخصيب اليورانيوم|الحرس الثوري|خامنئي|إسرائيل|نتنياهو|العقوبات على غيران|أوروبا|قصف إيران|هجوم إسرائيل على إيران|الوعد الصادق|رشقات صاروخية|صواريخ بالستية|الرد الإيراني|موجة صواريخ|تل أبيب الكبرى|الجبهة الداخلية|الملاجئ
6o0ZCFLp3H0,2025-06-24T01:20:14Z,UCrj5BGAhtWxDfqbza9T9hqA,AlHadath الحدث,فوكس نيوز: قطر لعبت دور الوساطة في اتفاق وقف إطلاق النار بين إيران وإسرائيل,"ترمب تحدث مع أمير قطر قبل هجوم ""العديد"" وطلب منه إقناع طهران.. فوكس نيوز: الدوحة لعبت دور الوساطة في التوصل إلى اتفاق وقف إطلاق النار بين إيران وإسرائيل #الحدث  #قناة_الحدث",89,13762,170,16,
n7nixTHDDTg,2025-06-24T03:11:15Z,UCahpxixMCwoANAftn6IxkTg,AlArabiya العربية,إيران وإسرائيل تعلنان الاتفاق على وقف إطلاق النار,#إيران و #إسرائيل تعلنان الاتفاق على وقف إطلاق النار #قناة_العربية,21,551746,3814,288,
fIGfTLe1rE4,2025-06-24T04:00:47Z,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,مظاهرة أمام السفارة الأمريكية في سول تضامنا مع غزة وإيران‬,"نظم ناشطون مناصرون لفلسطين أمام السفارة الأمريكية في العاصمة الكورية الجنوبية سول، يوم الأحد، تظاهرة تضامنية مع غزة وإيران. لوقف القصف الإسرائيلي والأمريكي عليهم. #الجزيرة  #كوريا_الجنوبية  #إيران  #حرب_غزة  #فلسطين  ===================== تابعونا على منصات الجزيرة الرقمية ===================== ▶Facebook▶https://facebook.com/aljazeerachannel ▶Instagram▶ https://instagram.com/aljazeera ▶Twitter▶ https://twitter.com/AJArabic ▶Twitter▶ https://twitter.com/AJABreaking  ▶ https://www.aljazeera.net ▶ https://www.aljazeera.com Live▶ https://www.youtube.com/c/aljazeera/live AlJazeera mobile applications▶ https://aje.io/AJAMobile البث الحي / البث المباشر الأعلى مشاهدة قناة الجزيرة #الجزيرة #aljazeera #عاجل =============  غرفة الأخبار الرقمية شبكة الجزيرة الإعلامية جميع الحقوق محفوظة © 2025 Al Jazeera Digital Newsroom Al Jazeera Media Network - Doha, Qatar =============  #عاجل #شاهد #أخبار #المغرب #الجزائر #مصر #السعودية #العراق #اليمن #سوريا #قطر #الامارات #الكويت #عمان #ليبيا #تركيا #تونس #روسيا #امريكا #الصين #الهند #باكستان #ايران #فلسطين #غزة #بغداد #دمشق #القاهرة #الرياض #مكة #جدة #البحرين #الأردن #الجزيرة #تحقيق #تغطية #مباشرة #البث #الحي #حصري #خاص #رقمي #aljazeera #news #breaking #coverage #live #livestream #tv #USA #Russia #China #Europe #india #pakistan #turkey #israel #palestine #gaza #iran #syria #iraq #algeria #morocco #egypt #cairo #saudi #UAE",41,31281,1203,36,الجزيرة|مباشر|سياسة|سياسه|أخبار|اخبار|تقرير|aljazira|al jazeera|برامج|أحداث|الأحداث|الأخبار|نشرة|البث الحي|البث المباشر|عاجل|شاهد|حصري|غرفة الأخبار الرقمية|الحرس الثوري|أخبار إيران وإسرائيل|طهران مباشر|إسرائيل إيران|إسرائيل تقصف طهران|الهجوم الإسرائيلي|انفجار ايران|طهران|إيران|هجوم|قصف|إسرائيل|حرب غزة|كوريا الجنوبية|أمريكا|السفارة الأمريكية|غزة|فلسطين
xctv9siWpSI,2025-06-24T06:19:40Z,UC65i3Fyq91uiUkIS0i5GLNQ,العربي - أخبار ,عاجل | الحكومة الإسرائيلية تعلن موافقتها على وقف إطلاق النار مع إيران,عاجل | الحكومة الإسرائيلية تعلن موافقتها على وقف إطلاق النار مع إيران  تابعوا أبرز الأخبار، وآخر مستجدات الأحداث العربية والعالمية، عبر البث المباشر للتلفزيون العربي على يوتيوب 👇👇 Live▶ https://www.youtube.com/c/AlarabyTv_News/live   لا تنسوا الاشتراك في قناتنا وتفعيل زر الجرس 🔔  ▼ موقع التلفزيون العربي ⟵ https://www.alaraby.com  ▼تابع التلفزيون العربي على مواقع التواصل الاجتماعي  فيسبوك ⟵ https://www.facebook.com/AlarabyTelevision  انستغرام ⟵ https://www.instagram.com/alarabytv  تويتر ⟵ https://twitter.com/alarabytv  #التلفزيون_العربي #إيران #إسرائيل #أميركا #الحرس_الثوري #الجيش_الإسرائيلي,16,35044,252,28,التلفزيون العربي|العربي أخبار|إيران|طهران|النووي الإيراني|نووي إيرانذ|ترامب|المفاوضات النووية|تخصيب اليورانيوم|الحرس الثوري|خامنئي|إسرائيل|نتنياهو|العقوبات على غيران|أوروبا|قصف إيران|هجوم إسرائيل على إيران|الوعد الصادق|رشقات صاروخية|صواريخ بالستية|الرد الإيراني|موجة صواريخ|تل أبيب الكبرى|الجبهة الداخلية|الملاجئ
FIACV808wYs,2025-06-24T07:19:25Z,UCktyejXTxWaKfrgp1Oq7CMQ,AlQahera News -  القاهرة الإخبارية,نتنياهو: سنرد بقوة حال انتهاك وقف إطلاق النار مع إيران,نتنياهو: سنرد بقوة حال انتهاك وقف إطلاق النار مع إيران    #إيران  #إسرائيل  #تل_أبيب  #الرد_الإيراني    قناة إخبارية مصرية تبث على مدار 24 ساعة وتقدم محتوى إخبارياً متنوعاً وقوياً من مصر والمنطقة العربية والعالم  #القاهرة_الإخبارية #AlQaheraNews تردد: 11747V ( HD - SD )   تابعونا عبر منصاتنا:  Facebook:  https://www.facebook.com/AlQaheraNewsTv/  Twitter:  https://twitter.com/Alqaheranewstv  Instagram:  https://www.instagram.com/alqaheranewstv/  TikTok:  https://www.tiktok.com/@alqaheranewstv  وعبر موقعنا الرسمي:  https://alqaheranews.net/  #هنا_القاهرة_عاصمة_الخبر,25,44440,184,3,حرب إيران وإسرائيل|إيران وإسرائيل|أخبار إيران وإسرائيل|إسرائيل و إيران|إسرائيل إيران|إيران إسرائيل|هجوم إسرائيل على إيران|هجوم إسرائيلي على إيران|إسرائيل تستعد لضرب إيران|إسرائيل تهاجم إيران|إسرائيل|ايران تضرب إسرائيل|ايران|إسرائيل تستعد للهجوم على إيران|الحرب بين إيران وإسرائيل|قصف إيراني على اسرائيل|الضربة الإسرائيلية على إيران|ميليشيات إيران|ايران اسرائيل|طهران|إسرائيل تقصف طهران|قصف إيران|أخبار إيران|إيران مباشر|نووي إيرانذ|القاهرة الإخبارية
